"Rosenbrock function"
"-"
"Gradient Descent, lr 0.001 on Rosenbrock function from (2.0, 1.5)"   "Gradient Descent, lr 0.005 on Rosenbrock function from (0.0, 0.0)"   "Momentum Gradient Descent, lr 0.001 on Rosenbrock function from (2.0, 1.5)"   "Momentum Gradient Descent, lr 0.015 on Rosenbrock function from (0.0, 0.0)"   "Nesterov Accelerated Gradient, lr 0.001 on Rosenbrock function from (2.0, 1.5)"   "Nesterov Accelerated Gradient, lr 0.005 on Rosenbrock function from (0.0, 0.0)"   "Adaptive Gradient, lr 1.0 on Rosenbrock function from (2.0, 1.5)"   "Adaptive Gradient, lr 0.2 on Rosenbrock function from (0.0, 0.0)"   "Adaptive Moment Estimation, lr 0.007 on Rosenbrock function from (2.0, 1.5)"   "Adaptive Moment Estimation, lr 0.1 on Rosenbrock function from (0.0, 0.0)"   "Nelder Mead on Rosenbrock function from (2.0, 1.5)"   "Nelder Mead on Rosenbrock function from (0.0, 0.0)"   
"label" "Gradient Descent, lr 0.001"  "label" "Gradient Descent, lr 0.005"  "label" "Momentum Gradient Descent, lr 0.001"  "label" "Momentum Gradient Descent, lr 0.015"  "label" "Nesterov Accelerated Gradient, lr 0.001"  "label" "Nesterov Accelerated Gradient, lr 0.005"  "label" "Adaptive Gradient, lr 1.0"  "label" "Adaptive Gradient, lr 0.2"  "label" "Adaptive Moment Estimation, lr 0.007"  "label" "Adaptive Moment Estimation, lr 0.1"  "label" "Nelder Mead"  "label" "Nelder Mead"  
"n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  "n steps" "500"  
"lr" "0.001"  "lr" "0.005"  "lr" "0.001"  "lr" "0.015"  "lr" "0.001"  "lr" "0.005"  "lr" "1.0"  "lr" "0.2"  "lr" "0.007"  "lr" "0.1"  "lr" "1.0"  "lr" "1.0"  
"mtm" "-"  "mtm" "-"  "mtm" "0.9"  "mtm" "0.9"  "mtm" "0.9"  "mtm" "0.9"  "mtm" "-"  "mtm" "-"  "mtm" "-"  "mtm" "-"  "mtm" "-"  "mtm" "-"  
"beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "-"  "beta1" "0.9"  "beta1" "0.9"  "beta1" "-"  "beta1" "-"  
"beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "-"  "beta2" "0.999"  "beta2" "0.999"  "beta2" "-"  "beta2" "-"  
x y err x y err x y err x y err x y err x y err x y err x y err x y err x y err x y err x y err 
2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 2.0 1.5 1.118033988749895 0.0 0.0 1.4142135623730951 
-0.002000000000000224 2.0 1.4156284823356728 0.01 0.0 1.4071602609511114 1.7998 1.55 0.9706595901756703 0.002999999999999999 0.0 1.4120938354089647 1.7998 1.55 0.9706595901756703 0.0009999999999999998 0.0 1.4135066324570253 1.0000001247503512 2.4999980000060003 1.4999980000060054 0.17888543819998318 0.0 1.2939200607456527 1.9930000000011057 1.5069999999955728 1.1149430478718214 0.09999998418861421 0.0 1.3453624152846306 1.25 1.5 0.5590169943749475 0.75 0.75 0.3535533905932738 
-0.0015959968000004024 1.6000008 1.1675596347966242 0.019898 0.0001 1.4001428285728568 1.49784539136032 1.6287856008000001 0.8020108262811215 0.008690983799999998 2.699999999999998e-06 1.4080796020135729 1.5581573292825601 1.6141744032 0.829909514210987 0.002897998399999999 3.999999999999997e-07 1.412165571593815 1.2870842240266025 1.9855035685194338 1.026467064863503 0.12325625278898311 0.1976024067502203 1.1884954757703767 1.9796965784642668 1.519974379721385 1.1091342305696053 0.13964772263042485 0.0999999841886092 1.2450727166055475 0.5 0.5 0.7071067811865476 1.0 1.0 0.0 
-0.0006142416429867222 1.280001149441157 1.0390522144084666 0.029687243153642413 0.00039593040399999997 1.393095525099289 1.1891543438451295 1.711987745832387 0.7366857647674246 0.01678641647330628 2.697995982355871e-05 1.4023747686120405 1.3377265555204452 1.6730286068763367 0.7530117741294666 0.005601379667453583 2.9801585305610217e-06 1.4102562376430363 1.3675713528678202 1.873397007258401 0.9475922286178854 0.3187228994141527 0.0006824255569059245 1.2094519843191327 1.9603783870595413 1.538712405923157 1.1011528970250237 0.19273760942569657 0.02035817510611783 1.2693977596943973 0.3125 -0.25 1.4265890263141658 1.125 1.125 0.1767766952966369 
0.0010724949293757782 1.0240009950114848 0.9992157965865848 0.03936155022758094 0.0008813324060634884 1.3860246545844124 0.9254645187400546 1.7809116825146025 0.7844607025558635 0.027019380284055323 0.00012527306912228045 1.395149008492613 1.160925372842076 1.7163267312526853 0.7341804693203967 0.0090260127283463 1.1643174920549752e-05 1.4078374044025121 1.368041402862164 1.8723248778012178 0.9467867588066804 0.1741614749376198 0.09634258318727855 1.2241756395378272 1.935173248111909 1.5629930962675966 1.0915632049630262 0.22930023787911874 -0.01918878796579726 1.2777808532171602 0.4375 0.25 0.9375 1.078125 1.265625 0.2768757054167086 
0.0035096437959943223 0.8192010260582625 1.0127592502593947 0.048915347754797806 0.0015493316363183773 1.3789364571626423 0.7223795627518512 1.8244546833872395 0.8699417406568135 0.039138185204226635 0.0003951690200347651 1.3865299294465705 1.0329500713092394 1.739472554512126 0.7402062996732552 0.013095396386112089 3.291112859739529e-05 1.4049608092257353 1.3678958958380019 1.8720564373526871 0.9464828683619726 0.2472828436538857 0.03661696889174046 1.222575143737643 1.9039936073689405 1.592752508251973 1.0809995273832989 0.2387856145270072 -0.0005491557100075345 1.25719765893953 0.953125 0.8125 0.19327057620082783 1.0625 1.3125 0.31868871959954903 
0.006652648735758588 0.6553632843665249 1.0514339855769896 0.05834368586345873 0.0023927112459728025 1.3718370590301086 0.5772981399047785 1.8375909351584991 0.9382086320151021 0.05290100373022908 0.000979063932169675 1.3766042784464427 0.9519500860337661 1.741431014568828 0.7429863683788043 0.0177398514417539 7.609734607460302e-05 1.401671434589549 1.3677843401299212 1.8717438051324682 0.9461514586109542 0.23652272445517067 0.05867772187782077 1.2120169889743646 1.8664884847341974 1.6281219599381358 1.0702053497967063 0.23333985322303674 0.049559062642872555 1.2211084129021346 0.91796875 1.046875 0.09447958298787362 1.1328125 1.3515625 0.37581292096267793 
0.01038318635590204 0.5242994790402602 1.098012943224471 0.06764224604900725 0.003403985680133954 1.3647324269287304 0.48154699425928066 1.819327205896213 0.969582688316619 0.06807108688185369 0.002050405032139905 1.365428465062189 0.9133856087821629 1.7234969206875672 0.7286630545117739 0.022895767537817267 0.00015314230318584404 1.3980080185541512 1.3676709269923029 1.8714337126458995 0.9458216671715634 0.2572705096474157 0.05621865270071524 1.2009872303024136 1.8219267937518702 1.6695024026901755 1.0600929777595676 0.2320931414234045 0.09890535475115508 1.1839140607092717 0.90625 1.125 0.15625 1.197265625 1.345703125 0.39802559897751083 
0.014539531895211504 0.41946114534398843 1.1437472168108749 0.07680733946049681 0.004575473450554437 1.3576283278313672 0.42605172638923294 1.7711410555958345 0.9612882753920584 0.08441444094804176 0.0037895923732542023 1.3530454878563152 0.9116046662926361 1.6885512199017545 0.6942020724900139 0.028504917011795784 0.00027815373402578515 1.3940037540020134 1.3675576399408131 1.871123571067481 0.9454918797896791 0.2626077449430112 0.06517422538706347 1.190649640615873 1.7689367037829584 1.7177300733518095 1.0518555569174861 0.24906348636844894 0.11519559645795842 1.160510439432794 1.083984375 1.2734375 0.28604447495169455 1.1650390625 1.3486328125 0.3857236447283716 
0.018948730860919343 0.33561119587273713 1.1848519214353561 0.08583589652269039 0.00589936739499999 1.3505302943037356 0.4033112055089616 1.6959811006847618 0.91674817151797 0.10170124193312013 0.006355722620451938 1.3395034933562595 0.9400741080766915 1.6405835629801033 0.6433804579586545 0.03451384801029938 0.0004667244585147424 1.3896871153603498 1.3674443693824831 1.8708135234375458 0.9451621856552471 0.2750904056235578 0.068577035963441 1.1802722812782087 1.704878789001691 1.774466220297983 1.0472115514866778 0.28502803599291726 0.098334614905322 1.150732538861259 1.22607421875 1.326171875 0.3968597289023396 1.136474609375 1.317138671875 0.34525679747500665 
